width,depth,curvature,point_count,label
0.2331,0.0751,11.0090,13,
0.2656,0.0393,3.8752,34,
0.0494,0.0033,11.3669,4,
0.0532,0.0028,10.7519,13,
0.1417,0.0681,16.5091,5,
0.1285,0.0443,16.0153,5,
0.0352,0.0138,66.6557,7,
0.2341,0.0137,4.3748,12,
0.1526,0.0473,16.4792,11,
0.2299,0.0815,10.6393,13,
0.2697,0.0355,3.5338,34,
0.1200,0.0103,5.9328,8,
0.0666,0.0006,18.8292,13,
0.1825,0.0724,12.1761,6,
0.1341,0.0666,16.5619,6,
0.0544,0.0138,36.0445,4,
0.0106,0.0059,207.8537,6,
0.2359,0.0165,4.1532,12,
0.1147,0.0284,15.1216,11,
0.2434,0.0734,10.4294,14,
0.2763,0.0370,3.6919,36,
0.1303,0.0124,6.7776,13,
0.0726,0.0018,3.4464,13,
0.1573,0.0232,13.6090,4,
0.1234,0.0045,2.3389,4,
0.1182,0.0362,18.1926,5,
0.0734,0.0118,35.3816,4,
0.0113,0.0065,187.0112,6,
0.2291,0.0153,4.1517,12,
0.0922,0.0243,18.9699,10,
0.2250,0.0744,11.1977,13,
0.2860,0.0288,3.0239,38,
0.1440,0.0152,6.6677,14,
0.0504,0.0026,8.9648,4,
0.0620,0.0011,3.2828,13,
0.1382,0.0760,16.5214,5,
0.1311,0.0704,17.5542,8,
0.1202,0.0128,11.4859,4,
0.0126,0.0085,172.1940,7,
0.2293,0.0133,4.8860,12,
0.1105,0.0292,15.8395,11,
0.2454,0.0467,11.2000,14,
0.5448,0.0724,1.5584,55,
0.0820,0.0007,3.9176,4,
0.0410,0.0024,12.9142,4,
0.0699,0.0007,5.6716,13,
0.1758,0.0443,12.4934,6,
0.1200,0.0494,17.6336,5,
0.0181,0.0065,129.4889,6,
0.2427,0.0130,4.4580,13,
0.1541,0.0463,15.2155,11,
0.2261,0.0594,10.7046,13,
0.5520,0.0658,1.4572,57,
0.1104,0.0003,0.3616,5,
0.0542,0.0018,9.4277,13,
0.1854,0.0792,12.2503,6,
0.1371,0.0734,16.6954,7,
0.0221,0.0122,97.5935,4,
0.0144,0.0034,111.5598,6,
0.2329,0.0191,3.6186,12,
0.1106,0.0210,14.8299,11,
0.2457,0.0507,10.8088,14,
0.5475,0.0662,1.4300,54,
0.1361,0.0008,0.7500,6,
0.0749,0.0016,4.8076,14,
0.1584,0.0382,13.7157,4,
0.1569,0.0662,13.2548,5,
0.1253,0.0708,18.0106,7,
0.1231,0.0185,10.5268,4,
0.0227,0.0019,37.8118,6,
0.2292,0.0168,4.4642,12,
0.0917,0.0257,21.0017,10,
0.2307,0.0739,10.4799,13,
0.5489,0.0683,1.5480,58,
0.1702,0.0011,0.3144,7,
0.0590,0.0017,46.9472,13,
0.1185,0.0032,1.7637,4,
0.1263,0.0475,17.1126,7,
0.1023,0.0141,20.5923,4,
0.0352,0.0074,67.7936,7,
0.2281,0.0167,4.6613,12,
0.0925,0.0293,21.2877,10,
0.2210,0.0727,11.1365,13,
0.5383,0.0665,1.5820,58,
0.1963,0.0010,0.3023,8,
0.0528,0.0038,11.5880,4,
0.0745,0.0012,2.1776,13,
0.1368,0.0228,10.2959,5,
0.1178,0.0348,18.3005,6,
0.0224,0.0115,99.9177,4,
0.0128,0.0004,68.8500,5,
0.2311,0.0156,4.2601,12,
0.1089,0.0284,16.0531,11,
0.2478,0.0549,10.5809,14,
0.5274,0.0643,1.6083,58,
0.2453,0.0025,6.8095,9,
0.0629,0.0016,5.1686,13,
0.1582,0.0376,13.4768,4,
0.1275,0.0469,16.6994,5,
0.0094,0.0031,196.7230,5,
0.2320,0.0172,4.3985,12,
0.1154,0.0355,16.1130,11,
0.2295,0.0640,10.7678,13,
0.5408,0.0771,1.7101,60,
0.2833,0.0043,0.6127,11,
0.0817,0.0003,0.4478,4,
0.0445,0.0027,12.1040,4,
0.0522,0.0023,16.7748,13,
0.1401,0.0395,14.0765,5,
0.1235,0.0604,18.6637,7,
0.0476,0.0171,42.5477,4,
0.0102,0.0040,197.4471,6,
0.2350,0.0131,4.0511,12,
0.1069,0.0233,15.4014,11,
0.2446,0.0679,10.3475,14,
0.5391,0.0718,1.6511,62,
0.3124,0.0030,0.3791,12,
0.0791,0.0020,2.6264,4,
0.0504,0.0036,11.6979,4,
0.0532,0.0023,19.6077,13,
0.1796,0.0758,12.5411,6,
0.1254,0.0771,18.3236,7,
0.0172,0.0034,86.7597,6,
0.2407,0.0175,4.2490,13,
0.0917,0.0258,20.2331,10,
0.2218,0.0672,10.9917,13,
0.5466,0.0855,1.8261,63,
0.3429,0.0083,0.6142,13,
0.0816,0.0026,3.1191,4,
0.0513,0.0044,12.9832,4,
0.0598,0.0013,3.4941,13,
0.1477,0.0778,15.0680,5,
0.1238,0.0439,17.5144,5,
0.0334,0.0047,67.4098,4,
0.0135,0.0064,165.1601,6,
0.2321,0.0133,4.4889,12,
0.1175,0.0309,14.9951,11,
0.2404,0.0654,10.9867,14,
0.5295,0.0633,1.6118,64,
0.3678,0.0068,0.4524,14,
0.0778,0.0023,3.3952,4,
0.0666,0.0003,6.0193,13,
0.1919,0.0881,11.5627,6,
0.1232,0.0659,18.6132,7,
0.0247,0.0092,81.6860,4,
0.0085,0.0004,137.7097,5,
0.2349,0.0146,3.6745,12,
0.1142,0.0219,12.8048,11,
0.2435,0.0675,10.9684,14,
0.5372,0.0671,1.6093,63,
0.3919,0.0047,0.3955,15,
0.0617,0.0013,15.7797,13,
0.1389,0.0087,14.9390,5,
0.1217,0.0605,18.1283,5,
0.0198,0.0086,118.9098,7,
0.2386,0.0133,4.6936,13,
0.1245,0.0129,14.2127,11,
0.2226,0.0752,11.8414,13,
0.5684,0.0689,1.4347,64,
0.3664,0.0031,0.3235,14,
0.0572,0.0017,8.8304,13,
0.1451,0.0727,15.0651,5,
0.1214,0.0684,18.8201,7,
0.0361,0.0131,67.9740,4,
0.0169,0.0099,147.0103,7,
0.2331,0.0218,4.0369,12,
0.1133,0.0246,14.0289,11,
0.2430,0.0643,10.5821,14,
0.5765,0.0521,1.3550,67,
0.2949,0.0047,0.4842,11,
0.0658,0.0008,2.4680,13,
0.1378,0.0470,14.9991,5,
0.1305,0.0692,17.1625,7,
0.0230,0.0012,55.2967,4,
0.0203,0.0052,104.8432,7,
0.2361,0.0171,4.3345,12,
0.1021,0.0266,18.0623,11,
0.2464,0.0621,10.6272,14,
0.6150,0.0401,3.9010,73,
0.1309,0.0022,0.9633,6,
0.0439,0.0029,13.3232,4,
0.0580,0.0010,8.3953,13,
0.1377,0.0339,14.9460,5,
0.1295,0.0645,17.5028,6,
0.0365,0.0074,57.4933,8,
0.2214,0.0188,3.9711,11,
0.1145,0.0118,15.8398,11,
0.2552,0.0515,10.3350,14,
0.6514,0.0738,3.2682,78,
0.0460,0.0035,14.7275,4,
0.0669,0.0012,4.4305,14,
0.1793,0.0672,11.4777,6,
0.1238,0.0494,17.8731,7,
0.0221,0.0115,104.4351,7,
0.2301,0.0133,4.8308,12,
0.0920,0.0270,21.3305,10,
0.2313,0.0656,10.0318,13,
0.6390,0.0626,4.3991,77,
0.0780,0.0104,12.5987,4,
0.0562,0.0008,34.7941,13,
0.2017,0.0894,10.7166,6,
0.1175,0.0516,18.7282,6,
0.0274,0.0102,85.9962,8,
0.2369,0.0130,3.3628,12,
0.1171,0.0216,22.5229,11,
0.1352,0.0147,6.1176,4,
0.2307,0.0790,11.3956,13,
0.6550,0.0560,4.9259,75,
0.0860,0.0019,2.0840,4,
0.0560,0.0022,5.8988,13,
0.1447,0.0537,14.5391,5,
0.1222,0.0603,18.9699,7,
0.0340,0.0107,59.1074,4,
0.0115,0.0053,173.1454,6,
0.2301,0.0210,4.4613,12,
0.1103,0.0292,16.6056,11,
0.2472,0.0810,10.7884,14,
0.6390,0.0465,3.3632,75,
0.1127,0.0012,0.7884,5,
0.0714,0.0088,13.1222,4,
0.0657,0.0006,46.0411,13,
0.1455,0.0755,15.6057,5,
0.1253,0.0654,18.5423,7,
0.0416,0.0013,26.8725,4,
0.0118,0.0049,166.9296,6,
0.2274,0.0196,3.7777,12,
0.1034,0.0278,18.7503,11,
0.2434,0.0674,10.5170,14,
0.6435,0.0490,2.1488,74,
0.1338,0.0019,1.2297,6,
0.1033,0.0408,19.5069,4,
0.1069,0.0123,9.2859,6,
0.0553,0.0007,9.2889,13,
0.1239,0.0654,18.5442,7,
0.0217,0.0028,82.7564,6,
0.2281,0.0134,4.8336,12,
0.1336,0.0362,24.5126,11,
0.2220,0.0778,11.2671,13,
0.6723,0.0565,1.6427,75,
0.1677,0.0040,1.5789,7,
0.0896,0.0273,20.7998,4,
0.1435,0.0705,14.4081,8,
0.0527,0.0006,11.8885,12,
0.1780,0.0727,12.4812,6,
0.1226,0.0532,17.4154,6,
0.0081,0.0024,242.2953,5,
0.2320,0.0135,4.9487,12,
0.1377,0.0371,22.8878,11,
0.2250,0.0787,11.5276,13,
0.6684,0.0705,1.4248,74,
0.1941,0.0016,13.7581,8,
0.0547,0.0070,17.9901,5,
0.1473,0.0223,20.1808,8,
0.0675,0.0014,4.7571,13,
0.1423,0.0137,16.5980,5,
0.1238,0.0543,18.1282,7,
0.0079,0.0010,134.7233,5,
0.2387,0.0120,3.3484,12,
0.1151,0.0188,21.6570,11,
0.2492,0.0644,10.1577,14,
0.6739,0.0616,1.3190,73,
0.1977,0.0045,1.0616,8,
0.0628,0.0089,17.1376,5,
0.0592,0.0013,39.4481,13,
0.1371,0.0375,16.3947,5,
0.1562,0.0753,14.3693,6,
0.0079,0.0014,165.4486,5,
0.2396,0.0133,4.5806,13,
0.1510,0.0450,18.1235,11,
0.2258,0.0613,11.0407,13,
0.6688,0.0528,1.2216,73,
0.1708,0.0016,7.1783,7,
0.0564,0.0051,36.0227,5,
0.0648,0.0015,3.3358,13,
0.1860,0.0814,11.6335,6,
0.1572,0.0755,14.1906,6,
0.0104,0.0031,170.4632,6,
0.2262,0.0131,5.1564,12,
0.1547,0.0471,16.2422,11,
0.2287,0.0821,10.7116,13,
0.7057,0.0630,1.0803,74,
0.1766,0.0012,14.5750,7,
0.0693,0.0100,15.4732,5,
0.0783,0.0070,9.4309,4,
0.0661,0.0014,21.0918,13,
0.1443,0.0617,15.6280,5,
0.1286,0.0685,17.3480,7,
0.0146,0.0080,158.6116,6,
0.2301,0.0135,4.4848,12,
0.1179,0.0303,14.5608,11,
0.2334,0.0617,10.0965,13,
0.6912,0.0549,1.0332,73,
0.1702,0.0013,0.8565,7,
0.0853,0.0153,15.6718,6,
0.1059,0.0104,6.7826,5,
0.1349,0.0111,9.0491,5,
0.0637,0.0006,4.5326,13,
0.1809,0.0662,11.4596,6,
0.1170,0.0549,18.6199,5,
0.0209,0.0082,111.8988,7,
0.2283,0.0177,4.7542,12,
0.1367,0.0376,22.8320,11,
0.2263,0.0829,11.2745,13,
0.7021,0.0633,1.1187,75,
0.1782,0.0022,0.7451,7,
0.0615,0.0094,18.5192,5,
0.1109,0.0028,2.1213,5,
0.1451,0.0091,4.5764,6,
0.0668,0.0010,2.7803,13,
0.1497,0.0600,14.0521,5,
0.1269,0.0677,17.6975,6,
0.0365,0.0090,45.9520,4,
0.0156,0.0063,146.7862,6,
0.2329,0.0203,3.9545,12,
0.1051,0.0246,16.8541,11,
0.2513,0.0591,10.7409,14,
0.7240,0.0574,1.0094,74,
0.1433,0.0035,1.6417,6,
0.0945,0.0381,21.1718,7,
0.1209,0.0074,4.0138,6,
0.1890,0.0278,6.2136,9,
0.0647,0.0013,22.8164,13,
0.1245,0.0469,17.3964,5,
0.0130,0.0071,173.9812,7,
0.2263,0.0177,5.1774,12,
0.0924,0.0279,21.2040,10,
0.2333,0.0671,10.8702,13,
0.6990,0.0395,1.2006,76,
0.1422,0.0043,1.6563,6,
0.0805,0.0287,24.2844,7,
0.0973,0.0060,4.8948,5,
0.2144,0.0189,5.8686,11,
0.0670,0.0027,5.0825,14,
0.1463,0.0173,7.2954,5,
0.1234,0.0529,17.2723,6,
0.0135,0.0059,171.3938,6,
0.2409,0.0118,3.4271,12,
0.1207,0.0299,28.3037,11,
0.2329,0.0736,10.9209,13,
0.6798,0.0514,1.0765,73,
0.1419,0.0025,3.8842,6,
0.0967,0.0365,20.5383,8,
0.1004,0.0042,4.7302,5,
0.2612,0.0281,8.0476,13,
0.0606,0.0022,6.3273,13,
0.1950,0.0595,13.9245,6,
0.1271,0.0721,18.0340,6,
0.0651,0.0172,26.7867,4,
0.0122,0.0036,177.7616,6,
0.2346,0.0196,5.2745,13,
0.1126,0.0271,15.2060,11,
0.2469,0.0593,10.4360,14,
0.6442,0.0460,0.9249,69,
0.0839,0.0004,0.4492,4,
0.1397,0.0017,1.3868,6,
0.0982,0.0436,20.5247,8,
0.1200,0.0051,2.8392,6,
0.2490,0.0344,12.5725,14,
0.0844,0.0034,3.7455,13,
0.1812,0.0675,11.6419,6,
0.1729,0.0779,12.3779,7,
0.0208,0.0036,60.1074,6,
0.2396,0.0135,4.9034,13,
0.1133,0.0138,16.0432,11,
0.1388,0.0143,5.9089,4,
0.2228,0.0732,11.7855,13,
0.5924,0.0363,0.9185,65,
0.1954,0.0008,0.3321,8,
0.1372,0.0010,0.4482,6,
0.0985,0.0434,20.3015,8,
0.1190,0.0016,0.9862,6,
0.2695,0.0347,12.0359,16,
0.0589,0.0010,32.0615,13,
0.1485,0.0093,6.1950,5,
0.1254,0.0566,17.5231,7,
0.0109,0.0068,197.5739,6,
0.2367,0.0194,4.6993,13,
0.1097,0.0160,15.5726,11,
0.2519,0.0630,10.4723,14,
0.5609,0.0365,0.9144,63,
0.2933,0.0064,0.6906,11,
0.1296,0.0018,1.2249,6,
0.0923,0.0423,22.1509,8,
0.1174,0.0061,3.7888,6,
0.2744,0.0463,11.4594,17,
0.0650,0.0014,6.0441,13,
0.1513,0.0078,3.8856,4,
0.1402,0.0487,14.8836,5,
0.1348,0.0708,16.5847,7,
0.0553,0.0201,36.2438,4,
0.0191,0.0023,60.2879,6,
0.2311,0.0155,4.3516,12,
0.1091,0.0294,16.1525,11,
0.2421,0.0671,10.9199,14,
0.5503,0.0682,1.4340,61,
0.3311,0.0010,0.1520,12,
0.1644,0.0022,1.1667,7,
0.0870,0.0368,23.5151,8,
0.1485,0.0034,17.1885,7,
0.2982,0.0470,4.0541,19,
0.0612,0.0012,4.5136,13,
0.1481,0.0610,14.0729,5,
0.1277,0.0731,17.9507,7,
0.0232,0.0024,115.5362,7,
0.2283,0.0195,4.8840,12,
0.1165,0.0348,15.5375,11,
0.2254,0.0754,10.8719,13,
0.5605,0.0711,1.4738,61,
0.3219,0.0045,0.5134,12,
0.1649,0.0022,0.6627,7,
0.0927,0.0395,21.9390,8,
0.1457,0.0023,4.3651,7,
0.2975,0.0409,3.6116,19,
0.0644,0.0012,8.0050,14,
0.1346,0.0116,5.9808,4,
0.1288,0.0700,17.4311,7,
0.0090,0.0009,98.4206,5,
0.2320,0.0160,4.3718,12,
0.1070,0.0255,16.5920,11,
0.2388,0.0570,10.8939,14,
0.5462,0.0648,1.4932,61,
0.2891,0.0014,0.2153,11,
0.1648,0.0025,1.1000,7,
0.0726,0.0158,20.9916,6,
0.1923,0.0555,9.5877,8,
0.3077,0.0243,2.4721,19,
0.0480,0.0040,57.4325,13,
0.1417,0.0231,9.8313,5,
0.1269,0.0732,17.7362,6,
0.0309,0.0138,73.3787,8,
0.2408,0.0113,3.0416,12,
0.1532,0.0454,15.6497,11,
0.2329,0.0772,10.7737,13,
0.5469,0.0604,1.4351,62,
0.2867,0.0041,0.5950,11,
0.1676,0.0016,1.1943,7,
0.0963,0.0395,21.0161,7,
0.1564,0.0081,2.7590,7,
0.3102,0.0348,4.3524,21,
0.0628,0.0007,9.0671,13,
0.2016,0.0882,10.3662,6,
0.1215,0.0546,18.2532,6,
0.0458,0.0029,16.1186,4,
0.0078,0.0010,185.8306,5,
0.2311,0.0192,3.7756,12,
0.1123,0.0338,16.8319,11,
0.2490,0.0619,10.7722,14,
0.5622,0.0629,1.4301,62,
0.2423,0.0095,1.5230,10,
0.1314,0.0009,0.4482,6,
0.0959,0.0340,20.1110,8,
0.1226,0.0067,5.8917,6,
0.2894,0.0238,3.9881,20,
0.0698,0.0012,2.6089,13,
0.1743,0.0748,12.1950,6,
0.1249,0.0511,17.4865,5,
0.1023,0.0191,15.0068,4,
0.0174,0.0059,123.2231,6,
0.2329,0.0165,4.4129,12,
0.0944,0.0268,20.0252,10,
0.2264,0.0724,10.8726,13,
0.5592,0.0656,1.6038,61,
0.2194,0.0065,1.1253,9,
0.1420,0.0024,4.0347,6,
0.0813,0.0267,23.0967,7,
0.1239,0.0009,2.8017,6,
0.3085,0.0447,6.0994,20,
0.0865,0.0042,4.0249,13,
0.1450,0.0230,9.6504,5,
0.1258,0.0446,16.2516,5,
0.0501,0.0084,36.0239,7,
0.2273,0.0198,4.9096,12,
0.1145,0.0336,16.0357,11,
0.2371,0.0659,9.6744,13,
0.5670,0.0731,1.6869,59,
0.1949,0.0008,0.2611,8,
0.1395,0.0097,4.3249,6,
0.0815,0.0260,23.0780,7,
0.1179,0.0039,2.4933,6,
0.3116,0.0493,8.3832,20,
0.0588,0.0011,4.2865,13,
0.1421,0.0571,15.5186,5,
0.1233,0.0674,18.5657,7,
0.0269,0.0099,73.7903,4,
0.0223,0.0019,72.7318,6,
0.2326,0.0272,5.2419,13,
0.1150,0.0285,15.6780,11,
0.2420,0.0656,10.5574,14,
0.3910,0.0220,1.6659,42,
0.0919,0.0082,7.4775,8,
0.1898,0.0004,1.7229,8,
0.1410,0.0007,0.3579,6,
0.0960,0.0404,21.1006,8,
0.1472,0.0055,2.2161,7,
0.2619,0.0301,6.7634,19,
0.0656,0.0009,2.9831,13,
0.1489,0.0160,6.6466,5,
0.1202,0.0525,18.0731,5,
0.0181,0.0059,116.0177,6,
0.2222,0.0162,4.7835,12,
0.1489,0.0458,16.4209,11,
0.2285,0.0600,10.6769,13,
0.3761,0.0161,1.3691,43,
0.0849,0.0051,6.0756,6,
0.1649,0.0007,0.3391,7,
0.1226,0.0018,1.0088,5,
0.1025,0.0335,18.5680,8,
0.1478,0.0037,1.5684,7,
0.2816,0.0475,9.2286,20,
0.0956,0.0029,2.6415,14,
0.1852,0.0491,10.8614,6,
0.1221,0.0581,18.1632,5,
0.0162,0.0081,146.9465,6,
0.2261,0.0137,5.2815,12,
0.1258,0.0277,26.9529,11,
0.2274,0.0834,11.2513,13,
0.3774,0.0199,1.4379,44,
0.1363,0.0022,0.9136,6,
0.1388,0.0153,6.7257,6,
0.0808,0.0250,22.9691,7,
0.1166,0.0033,1.9898,6,
0.2760,0.0737,6.7142,20,
0.0667,0.0008,3.7834,13,
0.1426,0.0084,3.8729,5,
0.1227,0.0538,17.6131,5,
0.0226,0.0110,110.4891,7,
0.2283,0.0132,5.0020,12,
0.1350,0.0367,23.3278,11,
0.2258,0.0799,11.1261,13,
0.3669,0.0153,1.5167,44,
0.1111,0.0017,1.2554,5,
0.1418,0.0056,2.2838,6,
0.0805,0.0250,22.6492,7,
0.1497,0.0057,2.0667,7,
0.2494,0.0879,8.3726,19,
0.0591,0.0007,25.7349,13,
0.1368,0.0205,14.3681,5,
0.1532,0.0720,14.4202,6,
0.0108,0.0039,177.0472,5,
0.2359,0.0125,3.7698,12,
0.1185,0.0256,27.7940,11,
0.1384,0.0099,4.0328,4,
0.2299,0.0786,11.2376,13,
0.3503,0.0172,1.5529,43,
0.0827,0.0007,1.2157,4,
0.1422,0.0010,0.4261,6,
0.0957,0.0339,20.5607,8,
0.1211,0.0034,1.8489,6,
0.2090,0.0920,10.4745,18,
0.0686,0.0008,2.2181,13,
0.1454,0.0312,10.5357,5,
0.1314,0.0751,17.2940,6,
0.0318,0.0088,62.8054,7,
0.2322,0.0199,4.6270,12,
0.1084,0.0326,17.8011,11,
0.2264,0.0739,10.8790,13,
0.3473,0.0209,1.7205,42,
0.1381,0.0089,4.2045,6,
0.0808,0.0270,23.5772,7,
0.1524,0.0040,2.6836,6,
0.1626,0.0371,11.3665,16,
0.0667,0.0009,7.8568,13,
0.1417,0.0447,15.4253,5,
0.1238,0.0591,18.5439,7,
0.0407,0.0201,52.0152,4,
0.0106,0.0074,184.3373,6,
0.2330,0.0129,3.6133,12,
0.1102,0.0145,16.8860,11,
0.2580,0.0573,10.4071,14,
0.3548,0.0235,1.7624,42,
0.1417,0.0016,1.4009,6,
0.0951,0.0377,21.3707,8,
0.1202,0.0037,2.0386,6,
0.2502,0.0492,6.3438,18,
0.0658,0.0014,3.6674,13,
0.1997,0.1112,11.5599,6,
0.1236,0.0623,18.5514,7,
0.0290,0.0135,68.3050,4,
0.0151,0.0050,148.5129,7,
0.2205,0.0192,4.0730,11,
0.1105,0.0151,14.3458,11,
0.2547,0.0958,10.2251,14,
0.3474,0.0197,1.8647,40,
0.1152,0.0012,1.7274,5,
0.0989,0.0438,20.3409,8,
0.1190,0.0016,0.9875,6,
0.2538,0.0291,8.8433,20,
0.0591,0.0010,11.8713,13,
0.1499,0.0783,14.8050,5,
0.1251,0.0677,18.2802,6,
0.0596,0.0129,29.2617,4,
0.0085,0.0043,270.5297,5,
0.2310,0.0163,4.4039,12,
0.1086,0.0278,16.4307,11,
0.2549,0.0629,9.7889,14,
0.3441,0.0133,1.7203,39,
0.1414,0.0020,1.1848,6,
0.1016,0.0494,20.0359,7,
0.0756,0.0055,8.3039,4,
0.3317,0.0474,5.5611,22,
0.0649,0.0019,3.9251,13,
0.1597,0.0198,13.6174,4,
0.1231,0.0516,17.3600,5,
0.0198,0.0058,110.7565,7,
0.2233,0.0185,5.4314,12,
0.1296,0.0306,26.4396,11,
0.2264,0.0807,11.6409,13,
0.3540,0.0177,1.8752,39,
0.1417,0.0016,1.4009,6,
0.0962,0.0389,20.8415,8,
0.3261,0.0325,7.3150,26,
0.0582,0.0030,8.4899,14,
0.1434,0.0163,7.0892,5,
0.1245,0.0720,18.5257,7,
0.0209,0.0041,71.5565,6,
0.2310,0.0214,4.2213,12,
0.1073,0.0245,15.6372,11,
0.2433,0.0623,10.5169,14,
0.3518,0.0183,1.9396,39,
0.1408,0.0009,0.4000,6,
0.0955,0.0400,20.9989,8,
0.3272,0.0264,8.6066,28,
0.0541,0.0020,7.0411,13,
0.1412,0.0641,15.4113,5,
0.1325,0.0750,17.1358,7,
0.0430,0.0142,43.5101,4,
0.0128,0.0033,126.5128,5,
0.2320,0.0155,4.2809,12,
0.1084,0.0258,15.3854,11,
0.2476,0.0564,10.4503,14,
0.3423,0.0174,1.9308,38,
0.1511,0.0015,1.7198,6,
0.0998,0.0325,18.5821,7,
0.3193,0.0341,10.1488,28,
0.0845,0.0017,2.6111,13,
0.1401,0.0073,4.3352,5,
0.1227,0.0512,17.3106,5,
0.0138,0.0036,142.5163,6,
0.2233,0.0137,5.4366,12,
0.1370,0.0366,22.0171,11,
0.2263,0.0698,10.8449,13,
0.3497,0.0185,1.7718,39,
0.1426,0.0019,0.8435,6,
0.0995,0.0435,20.1078,8,
0.3194,0.0385,8.5970,29,
0.0748,0.0007,24.4185,14,
0.1401,0.0859,16.3540,5,
0.1293,0.0761,17.4750,7,
0.0315,0.0070,87.1391,7,
0.2322,0.0196,4.3478,12,
0.1071,0.0314,18.1074,11,
0.2325,0.0696,10.2455,13,
0.3445,0.0176,1.9660,36,
0.1390,0.0032,1.3961,6,
0.0806,0.0243,23.2890,7,
0.2814,0.0362,11.2452,28,
0.0706,0.0016,11.7341,13,
0.1510,0.0649,13.9861,5,
0.1189,0.0596,18.5545,7,
0.0233,0.0082,97.7386,4,
0.0123,0.0030,240.9357,6,
0.2312,0.0130,4.4397,12,
0.0930,0.0247,20.1636,10,
0.2281,0.0680,10.6727,13,
0.3388,0.0172,1.9034,38,
0.1381,0.0137,6.1173,6,
0.0809,0.0307,24.2744,7,
0.2813,0.0306,10.2460,28,
0.0887,0.0031,2.9036,14,
0.1424,0.0155,8.2283,5,
0.1217,0.0563,18.3851,6,
0.0208,0.0042,76.2546,6,
0.2302,0.0135,4.8486,12,
0.0926,0.0245,19.7005,10,
0.2301,0.0670,10.6434,13,
0.3407,0.0179,1.9654,38,
0.1669,0.0172,5.3665,7,
0.0806,0.0232,22.2892,7,
0.2897,0.0256,11.3893,28,
0.0637,0.0010,7.5877,13,
0.1466,0.0113,4.8956,5,
0.1530,0.0705,15.2318,7,
0.0083,0.0019,178.9587,5,
0.2407,0.0122,3.1608,12,
0.1178,0.0226,13.4586,11,
0.2388,0.0639,10.8309,14,
0.3414,0.0139,1.8115,39,
0.1415,0.0018,1.1346,6,
0.0971,0.0421,21.2657,8,
0.2935,0.0251,5.1390,28,
0.0609,0.0014,6.6126,13,
0.1372,0.0321,13.8339,5,
0.1260,0.0448,16.5349,5,
0.0093,0.0055,209.8002,5,
0.2271,0.0134,5.2964,12,
0.0927,0.0244,19.7687,10,
0.2376,0.0623,9.8043,13,
0.3394,0.0160,1.7614,38,
0.1397,0.0081,3.7540,6,
0.0814,0.0252,22.6565,7,
0.3053,0.0345,8.4526,28,
0.0618,0.0017,4.6916,13,
0.1830,0.0674,11.0139,6,
0.1161,0.0481,18.9605,6,
0.0238,0.0085,84.0839,6,
0.2365,0.0261,4.8874,13,
0.1074,0.0221,15.6373,11,
0.2437,0.0840,10.3423,14,
0.3491,0.0199,1.8104,39,
0.1635,0.0066,2.0425,7,
0.0801,0.0258,23.3799,7,
0.3088,0.0558,8.7820,27,
0.0466,0.0030,50.2044,13,
0.1497,0.0083,3.5219,5,
0.1872,0.0818,11.4468,6,
0.0086,0.0051,222.9605,5,
0.2445,0.0136,4.4846,13,
0.1336,0.0335,25.1950,11,
0.2245,0.0824,11.5132,13,
0.3480,0.0198,1.8405,39,
0.1396,0.0019,1.1553,6,
0.1020,0.0449,19.7407,8,
0.3568,0.0935,7.2109,27,
0.0799,0.0025,3.0917,13,
0.1422,0.0144,9.8237,5,
0.1475,0.0679,14.9792,6,
0.0234,0.0057,73.6567,6,
0.2387,0.0194,4.8168,13,
0.1236,0.0228,22.6852,11,
0.1411,0.0030,1.2246,4,
0.2290,0.0814,11.4164,13,
0.3429,0.0142,1.6934,39,
0.1148,0.0012,1.7857,5,
0.0968,0.0354,20.4987,8,
0.3742,0.1470,6.8661,26,
0.0545,0.0023,9.6838,13,
0.1555,0.0346,14.7261,4,
0.1185,0.0082,4.8647,4,
0.1231,0.0543,17.4370,5,
0.0184,0.0065,121.7845,7,
0.2407,0.0195,4.5387,13,
0.1232,0.0266,24.8972,11,
0.2279,0.0825,10.9149,13,
0.3387,0.0152,1.7341,39,
0.1166,0.0016,1.3589,5,
0.0994,0.0370,19.9114,8,
0.1049,0.0019,24.8261,5,
0.3360,0.1585,7.5471,23,
0.0648,0.0008,3.1031,13,
0.1489,0.0841,14.9908,5,
0.1328,0.0718,16.9177,7,
0.0221,0.0166,83.6809,4,
0.0104,0.0028,157.1905,5,
0.2311,0.0132,4.2011,12,
0.1070,0.0321,17.8450,11,
0.2476,0.0603,10.7693,14,
0.3362,0.0202,1.9130,36,
0.1426,0.0017,0.6913,6,
0.0946,0.0299,19.3713,7,
0.0986,0.0057,7.7233,5,
0.3299,0.0986,7.5697,22,
0.0571,0.0016,13.5805,13,
0.1456,0.0747,15.0549,5,
0.1199,0.0474,17.8506,5,
0.0157,0.0051,182.8554,6,
0.2427,0.0136,4.4926,13,
0.1372,0.0369,20.4977,11,
0.2343,0.0697,10.4308,13,
0.3443,0.0185,1.7529,39,
0.1680,0.0019,0.7066,7,
0.0811,0.0261,23.2474,7,
0.1198,0.0037,4.5772,5,
0.3198,0.0933,7.5432,22,
0.0648,0.0008,10.5229,13,
0.1379,0.0319,13.8591,5,
0.1245,0.0604,18.5554,7,
